第一世代(1972－1977)
Odyssey（奥德赛）


第二世代(1976-1983)
(Atari) 2600

第三世代(1983-1987)

Nintendo 

Family computer 

第四世代(1987-1994)
1987年，SEGA（世嘉）公司在日本推出Mega Drive(MD，美国称Genesis)
NEC也联合Hudson推出了PC-Engine。这是第一台可加装CD-ROM的游戏机
Super family computer 
1991年8月13日，任天堂在美国推出了将SFC重新设计的Super Nintendo Entertainment System(SNES)

第五世代(1994-2002)
1992年，世嘉（SEGA）成立了“Giga-Drive”研发项目，开发了“SEGA Saturn (SS，土星）

1994年12月3日，PlayStation(PS)正式发售
PlayStation1代(PS1)
Nintendo 64

第六世代(1998-2004)
Dreamcast(DC)—梦(Dream)与传播(Broadcast)的合成词。意思是将梦传播给玩家
PlayStation 2(PS2)
任天堂NGC

2001年11月15日，微软发布了Xbox游戏主机

第七世代(2005----至今)

2005年5月，Sony正式发表PlayStation 3(PS3)




Wii 
Wii U

Sony 
PlayStation 
PlayStation 2
PlayStation 3
PlayStation 4

Microsoft 

Xbox 
Xbox360
Xbox one 




Emulators
name score
Mesen 8.9 
Nestopia UE 8.7
Jnes  8.6
FCEUX  8.3
VirtuaNES  8.2
BizHawk 8.1 




Ginga no Sannin	—	December 15, 1987	Nintendo
Goal !!	Goal! Two	September 25, 1992	Jaleco
God Slayer: Haruka Tenkū no Sonata	Crystalis	April 13, 1990	SNK
Gojira	Godzilla: Monster of Monsters	December 9, 1988	Toho
Golf	Golf	May 1, 1984	Nintendo
The Golf '92	—	July 3, 1992	G.O.1
Golf Club: Birdie Rush	—	December 9, 1987	Data East
Golf Grand Slam	Golf Grand Slam	January 13, 1991	Hect
Golf-kko Open	—	November 25, 1989	Taito
Golgo 13: Kamigami no Koukon	Golgo 13: Top Secret Episode	March 26, 1988	Vic Tokai
Golgo 13 II	Mafat Conspiracy, The	July 27, 1990	Vic Tokai
Gomoku Narabe Renju	—	August 27, 1983	Nintendo
Goonies	—	February 21, 1986	Konami
Goonies II: Fratelli Saigo no Chousen	Goonies II, The	March 18, 1987	Konami
Gorby no Pipeline Daisakusen	—	April 12, 1991	Tokuma Shoten
Gorilla Man	—	April 28, 1993	Yonezawa PR21
Gozonji Yajikitatin Douchuu	—	November 7, 1989	HAL
Gradius	Gradius	April 25, 1986	Konami
Gradius II	—	December 16, 1988	Konami
Grand Master	—	February 26, 1991	Varie
Great Battle Cyber	—	December 25, 1992	Banpresto
Great Boxing - Rush Up	World Champ	December 7, 1990	Visco
Great Deal	—	October 25, 1991	Hect
Great Tank	Iron Tank: The Invasion of Normandy	July 29, 1988	SNK
Gremlins 2: The New Batch	Gremlins 2: The New Batch	December 14, 1990	Sunsoft
Guardic Gaiden	Guardian Legend, The	February 5, 1988	Irem
Guevara	Guerrilla War	December 26, 1988	SNK
GunHed: Aratanaru Tatakai	—	April 13, 1990	Varie
Gun-Nac	Gun-Nac	October 5, 1990	Tonkin House
Gun Sight	Laser Invasion	March 15, 1991	Konami
Gun-Dec	Vice: Project Doom	April 26, 1991	Sammy
Gyrodine	—	March 13, 1986	Taito
Haja No Fuuin: Miracle Warriors	—	October 13, 1987	ASCII
Hana no Star Kaidou	—	March 17, 1987	Victor
Hanjuku Hero	—	December 2, 1988	Square
Happy Birthday Bugs	Bugs Bunny Birthday Blowout	August 3, 1990	Kemco
Hatris	Hatris	July 6, 1990	Bullet-Proof Software
Hayauchi Super Igo	—	March 3, 1989	Namco
Heavy Barrel	Heavy Barrel	March 2, 1990	Data East
Hebereke	Ufouria	September 20, 1991	Sunsoft
Hector '87	Starship Hector	July 16, 1987	Hudson Soft
Heisei Tensai Bakabon	—	December 6, 1991	Namco
Hello Kitty no Hanabatake	—	December 11, 1992	Character Soft
Hello Kitty World	—	March 27, 1992	Character Soft
Heracles no Eikou: Toujin Makyouden	—	June 12, 1987	Data East
Heracles no Eikou II: Titan no Metsubou	—	December 23, 1989	Data East
Hi no Tori Hououhen: Gaou no Bouken	—	January 4, 1987	Konami
Higemaru Makaijima - Nanatsu no Shima Daibōken	—	April 14, 1987	Capcom
Highway Star	Rad Racer	August 7, 1987	Square
Hirake! Ponkikki	—	April 17, 1992	Takara
Hiryu no Ken	Flying Dragon: The Secret Scroll	February 14, 1987	Culture Brain
Hiryu no Ken II	—	July 29, 1988	Culture Brain
Hiryu no Ken III: 5 Nin no Ryuu Senshi	—	June 21, 1991	Culture Brain
Hiryu no Ken Special: Fighting Wars	—	June 21, 1991	Culture Brain
Hissatsu Doujou Yaburi	—	July 18, 1989	Sigma Entertainment
Hissatsu Shigotojin	—	December 15, 1990	Banpresto
Hitler no Fukkatsu: Top Secret	Bionic Commando	July 20, 1988	Capcom
Hogan's Alley	Hogan's Alley	June 12, 1984	Nintendo
Hokkaidou Rensa Satsujin: Ohotsuku ni Kiyu	—	June 27, 1987	ASCII
Hokuto no Ken	—	August 10, 1986	Toei Animation
Hokuto no Ken 2	Fist of the North Star	April 17, 1987	Toei Animation
Hokuto no Ken 3	—	October 19, 1989	Toei Animation
Hokuto no Ken 4	—	March 29, 1991	Toei Animation
Holy Diver	—	April 28, 1989	Irem
Home Run Night	—	March 31, 1989	Data East
Home Run Night '90	—	July 24, 1990	Data East
Honmei	—	April 28, 1989	Nihon Bussan
Honoo no Doukyuuji: Dodge Danpei	—	March 27, 1992	Sunsoft
Honoo no Doukyuuji: Dodge Danpei 2	—	March 26, 1993	Sunsoft
Honshougi: Naitou Kudan Shougi Hiden	—	August 10, 1985	SETA
Hook	Hook	March 27, 1992	Epic/Sony Records
Hoshi no Kirby: Yume no Izumi no Monogatari	Kirby's Adventure	March 23, 1993	Nintendo
Hoshi wo Miru Hito	—	October 27, 1987	Hot B
Hostages	Rescue: The Embassy Mission	December 1, 1989	Kemco
Hototogisu	—	August 19, 1988	Irem
Hottāman no Chitei Tanken	—	December 6, 1986	Use
Houma ga Koku	Dr. Jekyll and Mr. Hyde	April 8, 1988	Toho
Hudson Hawk	Hudson Hawk	December 27, 1991	Epic/Sony Records
Hyakkiyakou	—	February 22, 1989	Use
Hyaku no Sekai no Monogatari	—	August 9, 1991	ASK
Hydlide Special	Hydlide	March 18, 1986	Toshiba EMI
Hydlide 3	—	February 17, 1989	Namco
Hyokkori Hyoutan Shima: Nazo no Kaizokusen	—	April 25, 1992	Yutaka
Hyper Olympic	Track & Field	June 21, 1985	Konami
Hyper Sports	—	September 27, 1985	Konami
I Love Softball	—	December 19, 1989	Coconuts Japan
Ice Climber	Ice Climber	January 30, 1985	Nintendo
Idemitsu - Space College - Kikenbutsu no Yasashii Butsuri to Kagaku[7]	—	1990	Konami, Idemitsu Kosan
Ide Yosuke Meijin no Jissen Mahjong	—	September 24, 1987	Capcom
Ide Yosuke Meijin no Jissen Mahjong II	—	February 22, 1991	Capcom
Idol Hakkenden	—	September 14, 1989	Towachiki
Igo Meikan	—	January 10, 1990	Hect
Igo Shinan	—	July 14, 1989	Hect
Igo Shinan '91	—	July 5, 1991	Hect
Igo Shinan '92	—	March 10, 1992	Hect
Igo Shinan '93	—	November 27, 1992	Hect
Igo Shinan '94	—	December 17, 1993	Hect
Igo: Kyū Roban Taikyoku	—	April 14, 1987	Bullet-Proof Software
Ikari	Ikari Warriors	November 26, 1986	K Amusement
Ikari II	Ikari Warriors II: Victory Road	April 16, 1988	K Amusement
Ikari III	Ikari Warriors III: The Rescue	March 16, 1990	K Amusement
IkeIke! Nekketsu Hockey-bu	—	February 7, 1992	Technos Japan
Ikinari Musician	—	March 5, 1987	Tokyo Shoseki
Ikki	—	November 28, 1985	Sunsoft
Image Fight	Image Fight	March 16, 1990	Irem
Inbou no Wakusei: Shankara	—	June 26, 1992	IGS
Indora no Hikari	—	October 20, 1987	Kemco
Insector X	—	September 21, 1990	Taito
Ishin no Arashi	—	September 15, 1990	Koei
Itadaki Street: Watashi no Oten Niyottete	—	March 21, 1991	ASCII
Izaki Shuugorou no Keiba Hisshougaku	—	March 30, 1990	Imagineer
J-League Fighting Soccer: The King of Ace Strikers	—	June 19, 1993	IGS
Datach: J. League Super Top Players	—	April 22, 1994	Bandai
J-League Winning Goal	—	May 27, 1994	Electronic Arts Victor
Jackie Chan	Jackie Chan's Action Kung Fu	January 25, 1991	Hudson Soft
Jajamaru Gekimaden	—	May 29, 1990	Jaleco
Jajamaru Ninpou Chou	—	March 28, 1989	Jaleco
JaJaMaru no Daibouken	—	August 22, 1986	Jaleco
Jangou	—	August 30, 1990	Victor
Jarin-Ko Chie	—	July 15, 1988	Konami
Jesus: Kyofu no Bio Monster	—	March 17, 1989	King Records
The Jetsons: Cogswell's Caper!	Jetsons, The: Cogswell's Caper!	April 23, 1993	Taito
Jigoku Gokuraku Maru	Kabuki: Quantum Fighter	December 21, 1990	Pack-In-Video
Jikuu (Toki) no Tabibito	—	December 26, 1986	Kemco
Jikuu Yuten Debias	—	November 27, 1987	Namco
Jongbou	—	July 18, 1987	K Amusement
Joust	Joust	October 30, 1987	HAL
Joy Mech Fight	—	May 21, 1993	Nintendo
JuJu Densetsu	Toki	July 19, 1991	Taito
Jumbo Ozaki no Hole in One Professional	—	February 1, 1988	HAL
Jumpin' Kid: Jack to Mame no Ki Monogatari	—	December 19, 1990	Asmik
Just Breed	—	December 15, 1992	Enix
Juuryoku Soukou Metal Storm	Metal Storm	April 24, 1992	Irem
Juvei Quest	—	January 4, 1991	Namco
Jyuouki	—	July 20, 1990	Asmik
Kabushiki Doujou	—	May 2, 1989	Hect
Kage	Shadow of the Ninja/Blue Shadow	August 10, 1990	Natsume
Kage no Densetsu	Legend of Kage, The	April 18, 1986	Taito
Kagerou Densetsu	—	May 11, 1990	Pixel Multimedia
Kaguya Hime Densetsu	—	December 16, 1988	Victor
Kai no Bouken: The Quest of Ki	—	July 22, 1988	Namco
Kaijuu Monogatari	—	November 18, 1988	Namco
Kaiketsu Yancha Maru	Kid Niki: Radical Ninja	October 2, 1987	Irem
Kaiketsu Yancha Maru 2: Karakuri Land	—	August 30, 1991	Irem
Kaiketsu Yanchamaru 3: Taiketsu! Zouringen	—	March 30, 1993	Irem
Kakefu Kimi no Jump Tengoku	Kid Kool	July 22, 1988	Vic Tokai
Kame no Ongaeshi	Xexyz	August 26, 1988	Hudson Soft
Kamen no Ninja Akakage	—	May 20, 1988	Toei Animation
Kamen no Ninja Hamaru	Yo! Noid	March 16, 1990	Capcom
Kamen Rider Club	—	February 3, 1988	Bandai
Kamen Rider SD	—	January 22, 1993	Angel
Karakuri Kengoden Musashi Lord: Karakuri Jin Shissouru	—	October 5, 1991	Yutaka
Karaoke Studio	—	July 30, 1987	Bandai
Karaoke Studio Senyou Cassette Vol. 1	—	October 28, 1987	Bandai
Karaoke Studio Senyou Cassette Vol. 2	—	February 18, 1988	Bandai
Karateka	—	December 5, 1985	Soft Pro
Karnov	Karnov	December 18, 1987	Namco
Katte ni Shirokuma	—	December 15, 1989	CBS Sony Group
Kawa no Nushi Tsuri	—	August 10, 1990	Pack-In-Video
Kekkyoku Nankyoku Daibouken	—	April 22, 1985	Konami
Kero Kero Keroppi no Daibouken	—	March 29, 1991	Character Soft
Kero Kero Keroppi no Daibouken 2	—	February 19, 1993	Character Soft
Keroppi to Keroriinu no Splash Bomb	—	December 1, 1993	Character Soft
Kid: Maboroshi no Teiou Hen	Casino Kid	January 6, 1989	SOFEL
Kidō Senshi Z-Gundam: Hot Scramble	—	August 28, 1986	Bandai
King Kong 2: Ikari no Megaton Punch	—	December 18, 1986	Konami
King of Kings	—	December 9, 1988	Namco
King's Knight	King's Knight	September 18, 1986	Square
Kinnikuman: Muscle Tag Match	M.U.S.C.L.E.	November 8, 1985	Bandai
Kiteretsu Daihyakka	—	February 23, 1990	Epoch
Kitte Rai Da! Gunjin Shougi Nanya Sore?	—	May 26, 1989	SOFEL
Klax	Klax (unlicensed)	December 14, 1990	Hudson Soft
Knight Rider	Knight Rider	September 30, 1988	Pack-In-Video
Konami Sports in Seoul	Track & Field II	September 16, 1989	Konami
Koufuku o Yobu Game: Dora Dora Dora	—	January 25, 1991	Natsume
Kōryū Densetsu Villgust Gaiden	—	July 30, 1993	Angel
Kōshien	—	October 6, 1989	K Amusement
Kujaku Ou	—	September 21, 1988	Pony Canyon
Kujaku Ou II	—	August 11, 1990	Pony Canyon
Kunio-Kun no Jidaigeki dayo Zenin Shuugou: Downtown Special	—	July 26, 1991	Technos Japan
Kunio-Kun no Nekketsu Soccer League	—	April 23, 1993	Technos Japan
Kurogane Hiroshi no Yosou Daisuki! Kachiuma Densetsu	—	April 20, 1990	Nihon Bussan
Kyatto Ninden Teyandee	—	July 19, 1991	Tecmo
Kyonshis 2	—	September 25, 1987	Taito
Kyorochan Land	Castelian	December 11, 1992	Hiro
Kyoryu Sentai Zyuranger	—	November 13, 1992	Angel
Kyouto Hana no Misshitsu Satsujin Jiken - Yamamura Misa Suspense	—	February 11, 1989	Taito
Kyouto Ryuu no Tera Satsujin Jiken - Yamamura Misa Suspense	—	December 11, 1987	Taito
Kyouto Zaiteku Satsujin Jiken Yamamura Misa Suspense	—	November 2, 1990	Hect
Kyuukyoku Harikiri Koshien	—	March 19, 1992	Taito
Kyuukyoku Harikiri Stadium	—	June 28, 1988	Taito
Kyuukyoku Harikiri Stadium '88	—	December 16, 1988	Taito
Kyuukyoku Harikiri Stadium Heisei Gannenhan	—	July 21, 1989	Taito
Kyuukyoku Harikiri Stadium III	—	March 1, 1991	Taito
Kyuukyoku Tiger	Twin Cobra	August 4, 1989	CBS Sony Group
L'Empereur	L'Empereur	May 23, 1991	Koei
Labyrinth	—	January 7, 1987	Tokuma Shoten
Lagrange Point	—	April 26, 1991	Konami
Last Armageddon	—	November 10, 1990	Yutaka
Law of the West	—	March 6, 1987	Pony Canyon
Layla	—	December 20, 1986	DB Soft
Little Magic	—	September 14, 1990	Data East
Little Mermaid	Little Mermaid, The	July 19, 1991	Capcom
Lode Runner	Lode Runner	July 31, 1984	Hudson Soft
Lord of King	Astyanax	December 21, 1989	Jaleco
Lost Word of Jenny	—	March 25, 1987	Takara
Lot Lot	—	December 21, 1985	Tokuma Shoten
Lunar Ball	Lunar Pool	December 5, 1985	Pony Canyon
Lupin III Sansei: Pandora No Isan	—	November 6, 1987	Namco
Mach Rider	Mach Rider	November 21, 1985	Nintendo
Mad City	Adventures of Bayou Billy, The	August 12, 1988	Konami
Magic Candle	—	March 6, 1992	Sammy
Magic Darts	Magic Darts	April 26, 1991	SETA
Magic John	Totally Rad	September 28, 1990	Jaleco
Magical Taruruto-Kun: Fantastic World!!	—	March 21, 1991	Bandai
Magical Taruruto-Kun 2: Magical Adventure	—	June 19, 1992	Bandai
Magical Kids Doropi	Krion Conquest, The	December 14, 1990	Vic Tokai
MagMax	MagMax	March 19, 1986	Nihon Bussan
Magnum Kiki Ippatsu: Empire City 1931	—	December 25, 1987	Toshiba EMI
MahaRaja	—	September 29, 1989	Sunsoft
Mahjong	—	August 27, 1983	Nintendo
Mahjong Club Nagatacho: Sousaisen	—	April 25, 1991	Hect
Mahjong Taikai	—	October 31, 1989	Koei
Mahjong Taisen	—	May 20, 1992	Nihon Bussan
Mahou no Princess Minkiimomo Remember Dream	—	July 29, 1992	Yutaka
Maison Ikkoku	—	July 21, 1988	Bothtec
Majaventure - Mahjong Senki	—	October 19, 1990	Tokuma Shoten
Majou Densetsu II: The Maze of Galious	—	August 11, 1987	Konami
Major League	—	October 27, 1989	Irem
Makai-Mura	Ghosts 'n Goblins	June 13, 1986	Capcom
Maniac Mansion	Maniac Mansion	September 13, 1988	Jaleco
Mappy	—	November 14, 1984	Namco
Mappy Kids	—	December 22, 1989	Namco
Mappy-Land	Mappy-Land	November 26, 1986	Namco
Mario Bros.	Mario Bros.	September 9, 1983	Nintendo
Mario Open Golf	NES Open Tournament Golf	September 20, 1991	Nintendo
Marusa no Onna	—	September 19, 1989	Capcom
Mashin Eiyuden Wataru Gaiden	—	March 23, 1990	Hudson Soft
Mashou	Deadly Towers	December 15, 1986	Irem
Masuzoe Kaname Icchou Made Famicom	—	April 17, 1992	Coconuts Japan
Matendo Douji	Conquest of the Crystal Palace	August 24, 1990	Quest Corporation
Matsumoto Akira no Kabushiki Hisshougaku	—	February 18, 1988	Imagineer
Matsumoto Akira no Kabushiki Hisshougaku II	—	March 31, 1989	Imagineer
Max Warrior	Isolated Warrior	February 15, 1991	VAP
Meiji Ishin	—	September 29, 1989	Use
Meikyuu Kumikyoku	Milon's Secret Castle	November 13, 1986	Hudson Soft
Meikyuu Shima	Kickle Cubicle	June 29, 1990	Irem
Meimon! Daisan Yakyuubu	—	August 8, 1989	Bandai
Meimon! Tako Nishiouendan	—	December 1, 1989	Asmik
Meitantei Holmes: Kiri no London Satsujin Jiken	—	May 13, 1988	Towachiki
Meitantei Holmes: M-Kara no Chousenjou	—	May 1, 1989	Towachiki
Melville no Honoo	—	August 11, 1989	Gakken
Metal Flame: Psybuster	Metal Mech: Man & Machine	December 14, 1990	Jaleco
Metal Gear	Metal Gear	December 22, 1987	Konami
Metal Max	—	May 24, 1991	Data East
Metal Slader Glory	—	August 30, 1991	HAL
Metro Cross	—	December 16, 1986	Namco
Mezase! Top Pro: Green ni Kakeru Yume	—	March 5, 1993	Jaleco
Mickey Mouse	Mickey Mousecapade	March 6, 1987	Hudson Soft
Mickey Mouse III: Yume Fuusen	Kid Klown in Night Mayor World	September 25, 1992	Kemco
Might and Magic Book One: The Secret of the Inner Sanctum	Might & Magic: Secret of the Inner Sanctum	July 31, 1990	Gakken
Mighty Bomb Jack	Mighty Bomb Jack	April 24, 1986	Tecmo
Mighty Final Fight	Mighty Final Fight	June 11, 1993	Capcom
Millipede	Millipede	October 1, 1987	HAL
Mindseeker	—	April 18, 1989	Namco
Minelvaton Saga: Ragon no Fukkatsu	—	October 23, 1987	Taito
Mini-Putt	—	February 15, 1991	A-Wave
Minna no Tabou no Nakayoshi Daisakusen	—	November 22, 1991	Character Soft
Miracle Ropitt: 2100-Nen no Daibōken	—	August 7, 1987	King Records
Mirai Senshi Raios	—	December 1, 1989	Pack-In-Video
Mirai Shinwa Jarvas	—	June 30, 1987	Taito
Mississippi Satsujin Jiken	—	October 31, 1986	Jaleco
Mitokoumon	—	August 11, 1987	Sunsoft
Mitokoumon II: Sekai Manyuuki	—	August 11, 1988	Sunsoft
Mitsume ga Tooru	—	July 17, 1992	Tomy
Mizushima Shinji no Daikoushien	—	October 26, 1990	Capcom
Moai-Kun	—	March 9, 1990	Konami
Moe-Pro! Saikyou Hen	Bases Loaded 4	November 22, 1991	Jaleco
Moero TwinBee	Stinger	March 26, 1993	Konami
Moero!! Judo Warriors	—	June 29, 1990	Jaleco
Moero!! Junior Basket	Hoops	November 22, 1988	Jaleco
Moero!! Pro Soccer	Goal!	December 23, 1988	Jaleco
Moero!! Pro Tennis	Racket Attack	April 15, 1988	Jaleco
Moero!! Pro Yakyuu	Bases Loaded	June 26, 1987	Jaleco
Moero!! Pro Yakyuu '88	Bases Loaded II: Second Season	August 10, 1988	Jaleco
Moero!! Pro Yakyuu '90: Kandouhen	Bases Loaded 3	July 27, 1990	Jaleco
Moeru! Oniisan	Circus Caper	August 8, 1989	Toho
Mokushi Pachi Pro: Pachi Otto-Kun	—	December 18, 1987	Coconuts Japan
Momotaro Densetsu	—	October 26, 1987	Hudson Soft
Momotarou Densetsu Gaiden	—	December 17, 1993	Hudson Soft
Momotaro Dentetsu	—	December 2, 1988	Hudson Soft
Money Game	—	August 10, 1988	SOFEL
Money Game II: Kabutochou no Kiseki	Wall Street Kid	December 20, 1989	SOFEL
Monopoly	Monopoly	November 1, 1991	Tomy
Monster Maker: Nanatsu no Hihō	—	December 20, 1991	SOFEL
Moon Crystal	—	August 28, 1992	Hect
Morita Shougi	—	April 14, 1987	SETA
Mother	Earth Bound (unreleased)	July 27, 1989	Nintendo
Motocross Champion	—	January 27, 1989	Konami
Mottomo Abunai Deka	—	February 6, 1990	Toei Animation
Mouryou Senki Madara	—	March 30, 1990	Konami
Murder Club	—	June 30, 1989	SETA
Musashi no Bōken	—	December 22, 1990	Sigma Entertainment
Musashi no Ken – Tadaima Shugyo Chu	—	August 8, 1986	Taito
My Life My Love: Boku no Yume: Watashi no Negai	—	August 3, 1991	Banpresto
Nagagutsu o Haita Neko: Sekai Isshū 80 Nichi Dai Bōken	Puss 'n Boots: Pero's Great Adventure	November 21, 1986	Toei Animation
Nakajima Satoru: F-1 Hero	Michael Andretti's World GP	December 9, 1988	Varie
Nakajima Satoru F-1 Hero 2	—	September 27, 1991	Varie
Nakayo Shito Issho	—	December 10, 1993	Yutaka
Namco Classic	—	May 27, 1988	Namco
Namco Classic II	—	March 13, 1992	Namco
Namco Mahjong III: Mahjong Tengoku	—	March 8, 1991	Namco
Nantettatte!! Baseball	—	October 26, 1990	Sunsoft
Nantettatte Baseball KO Game Cassette '91 Kaimakuban	—	May 23, 1991	Sunsoft
Nantettatte Baseball KO Game Set OB All Star Hen	—	February 28, 1991	Sunsoft
Napoleon Senki	—	March 18, 1988	Irem
Navy Blue	—	February 14, 1992	I'Max
Nekketsu Kakutou Densetsu	—	December 23, 1992	Technos Japan
Nekketsu Kouha Kunio Kun	Renegade	April 17, 1987	Technos Japan
Nekketsu Koukou Dodge Ball Bu	Super Dodge Ball	July 26, 1988	Technos Japan
Nekketsu Koukou Dodgeball-bu Soccer-hen	Nintendo World Cup	May 18, 1990	Technos Japan
Nekketsu Street Basket: Ganbare Dunk Heroes	—	December 22, 1993	Technos Japan
New Ghostbusters 2	New Ghostbusters 2 (EU only)	December 26, 1990	HAL
New York Nyankies	Rockin' Kats	April 5, 1991	Atlus
NHK Gakuen - Space School - Sansu 4 Nen (Ge)[8][9][10]	—	1989	Konami, NHK, Tokyo Shoseki
NHK Gakuen - Space School - Sansu 4 Nen (Jou)	—	1989	Konami, NHK, Tokyo Shoseki
NHK Gakuen - Space School - Sansu 5 Nen (Ge)	—	1989	Konami, NHK, Tokyo Shoseki
NHK Gakuen - Space School - Sansu 5 Nen (Jou)	—	1989	Konami, NHK, Tokyo Shoseki
NHK Gakuen - Space School - Sansu 6 Nen (Ge)	—	1989	Konami, NHK, Tokyo Shoseki
NHK Gakuen - Space School - Sansu 6 Nen (Jou)	—	1989	Konami, NHK, Tokyo Shoseki
Nichibutsu Mahjong III	—	July 20, 1990	Nihon Bussan
Niji no Silkroad	—	February 22, 1991	Victor
Ningen Heiki Dead Fox	Code Name: Viper	February 23, 1990	Capcom
Ninja Cop Saizou	Wrath of the Black Manta	November 17, 1989	Kyugo
Ninja Crusaders	Ninja Crusaders	December 14, 1990	Sammy
Ninja Hattori-kun	—	March 5, 1986	Hudson Soft
Ninja JaJaMaru-kun	—	November 15, 1985	Jaleco
Ninja Jajamaru: Ginga Daisakusen	—	March 29, 1991	Jaleco
Ninja Kun	—	May 10, 1985	Jaleco
Ninja Kun: Ashura no Shou	—	May 27, 1988	UPL
Ninja Ra Hoi!	—	August 9, 1990	ASCII
Ninja Ryuukenden	Ninja Gaiden/Shadow Warriors	December 9, 1988	Tecmo
Ninja Ryuukenden II	Ninja Gaiden II: The Dark Sword of Chaos/Shadow Warriors II	April 6, 1990	Tecmo
Ninja Ryuukenden III	Ninja Gaiden III: The Ancient Ship of Doom/Shadow Warriors III	June 21, 1991	Tecmo
Nippon Ichi no Nakantoku	—	August 10, 1990	Asmik
Nishimura Kyoutarou Mystery: Blue Train Satsujin Jiken	—	January 20, 1989	Irem
Nishimura Kyoutarou Mystery: Super Express Satsujin Jiken	—	March 2, 1990	Irem
Nobunaga no Yabou: Bushou Fuuunroku	—	December 21, 1991	Koei
Nobunaga no Yabou: Sengouku Gunyuuden	Nobunaga's Ambition 2	February 3, 1990	Koei
Nobunaga no Yabou: Zenkokuban	Nobunaga's Ambition	March 18, 1988	Koei
North and South	North & South	September 21, 1990	Kemco
Nuts & Milk	—	July 28, 1984	Hudson Soft
Obake no Q Tarou: Wan Wan Panic	Chubby Cherub	December 16, 1985	Bandai
Obocchamakun	—	April 5, 1991	Tecmo
Ochinnitoshi Puzzle Tonjan!?	—	September 29, 1989	Jaleco
Oeka Kids - Anpanman no Hiragana Daisuki	—	March 26, 1991	Bandai
Oeka Kids - Anpanman to Oekaki Shiyou	—	October 25, 1990	Bandai
Oishinbo: Kyukyoku no Menu 3bon Syoubu	—	July 25, 1989	Bandai
Olympus no Tatakai	Battle of Olympus, The	March 28, 1988	Imagineer
Onyanko Town	—	November 21, 1985	Pony Canyon
Operation Wolf	Operation Wolf	March 31, 1989	Taito
Osomatsu-Kun: Back to Zami no Deppa	—	December 8, 1989	Bandai
Otaku no Seiza	—	July 31, 1991	M&M
Outlanders	—	December 4, 1987	Victor
Over Horizon	Over Horizon (EU only)	April 26, 1991	Hot B
Paaman	—	December 14, 1990	Irem
Paaman Part 2	—	December 20, 1991	Irem
Pac-Land	—	November 21, 1985	Namco
Pac-Man	Pac-Man	November 2, 1984	Namco
Pachicom	—	November 21, 1985	Toshiba EMI
Pachi-Slot Adventure 2	—	September 17, 1993	Coconuts Japan
Pachi-Slot Adventure 3: Bitaoshii 7 Kenzan!	—	May 13, 1994	Coconuts Japan
Pachinko Daisakusen	—	July 19, 1991	Coconuts Japan
Pachinko Daisakusen 2	—	July 10, 1992	Coconuts Japan
Pachiokun 2	—	January 30, 1989	Coconuts Japan
Pachiokun 3	—	October 26, 1990	Coconuts Japan
Pachiokun 4	—	November 22, 1991	Coconuts Japan
Pachiokun 5	—	June 11, 1993	Coconuts Japan
Palamedes	Palamedes	July 6, 1990	Hot B
Palamedes 2	—	May 17, 1991	Hot B
Paperboy	Paperboy	January 30, 1991	Altron
Parareru World	—	August 10, 1990	Varie
Parasol Henbee	—	February 15, 1991	Epoch
Paris-Dakar Rally Special	—	February 3, 1988	CBS Sony Group
Parodius Da! -Shinwa kara Owarai e-	Parodius	November 30, 1990	Konami
Peepar Time	—	August 10, 1990	Sanritsu Denki
Penguin-Kun Wars	—	December 25, 1985	ASCII
Perfect Bowling	—	July 25, 1989	Tonkin House
Photon: The Ultimate Game on Planet Earth	—	August 28, 1987	Takara
Pinball	Pinball	February 2, 1984	Nintendo
Pinball Quest	Pinball Quest	December 15, 1989	Jaleco
Pizza Pop	—	January 7, 1992	Jaleco
Plasma Ball	—	March 27, 1992	Jaleco
Pocket Zaurus: Ju Ouken no Nazo	—	February 27, 1987	Bandai
Pooyan	—	September 20, 1985	Hudson Soft
Popeye	Popeye	July 15, 1983	Nintendo
Popeye no Eigo Asobi	—	November 22, 1983	Nintendo
Portopia Renzoku Satsujin Jiken	—	November 29, 1985	Enix
Power Blazer	Power Blade	April 20, 1990	Taito
Power Soccer	—	March 30, 1990	Tokuma Shoten
Predator	Predator	March 10, 1988	Pack-In-Video
President no Sentaku	—	March 2, 1990	Hot B
Pro Yakyuu Family Stadium	R.B.I. Baseball	December 10, 1986	Namco
Pro Yakyuu Family Stadium '87	—	December 22, 1987	Namco
Pro Yakyuu Family Stadium '88	—	December 20, 1988	Namco
Pro Yakyuu Satsujin Jiken!	—	December 24, 1988	Capcom
Punch-Out!!	Mike Tyson's Punch-Out!!	November 21, 1987	Nintendo
Puyo Puyo	—	July 23, 1993	Tokuma Shoten
Puzslot	—	February 28, 1992	Sammy
Puzznic	Puzznic	July 19, 1991	IGS
Pajama Hero Nemo	Little Nemo: The Dream Master	December 7, 1990	Capcom
Pyokotan no Daimeiro	—	March 19, 1993	Sunsoft
Quarterback Scramble	—	December 19, 1989	Pony Canyon
Quarth	—	April 13, 1990	Konami
Quinty	Mendel Palace	June 27, 1989	Namco
Quiz Project Q: Cutie Project & Battle 1000	—	May 29, 1992	Hect
Racer Mini Yonku: Japan Cup	—	August 25, 1989	Konami
Radia Senki: Reimeihen	—	November 15, 1991	Tecmo
